FACLID21	JURDID	STATE	COUNTY	FACLNAME	STRATUM	WEIGHT	CONFPOP	V19	NCONPOP	V21	TOTPOP	V23	NONCIT	V25	QWKNDR	WEEKNDR	V28	ADMALE	V30	ADFEML	V32	JUVMALE	V34	JUVFEML	V36	TOTGEND	V38	JUVADS	V40	CONVMALE	V42	CONVFML	V44	UNCONVML	V46	UNCONVFM	V48	TOTADCNV	V50	WHITE	V52	BLACK	V54	HISP	V56	AMINDALK	V58	ASIAN	V60	HAWPAC	V62	TWORACE	TWORACEF	RACESPEC	OTRACE	V65	RACEDK	RACEDKF	TOTRACE	V67	MARSHAL	V69	FBOP	V69F	ICE	V69I	BIA	V69B	OTRSPEC	OTRAUTH	V69OF	YOURST	V71	OTRST	V73	LOCSTATE	V75	LOCOTRST	V77	TOTAUTH	V79	ADMITS	V82	DSCGH	V85	PEAKDATE	DAYINMT	V87	ADP	V89	RATCAP	V91	ELECMON	V93	HOMDTN	V95	COMMSVC	V97	DAYRPTG	V99	PRETSUP	V101	WKPROG	V103	DRUGPROG	V105	PROGSPEC	OTRPROG	V108	TOTNONCF	V110	ADMLNCNF	V112	ADFMNCNF	V114	JVMLNCNF	V116	JVFMNCNF	V118	NCNFGNDR	V120	CONVNCNF	V122	UNCNVNCF	V124	TOTCNVST	V126	NCONPOP2
101066066061000000000	101066066	10	WALTON COUNTY	WALTON COUNTY JAIL	3	4.2917	210	0	0	0	210	0	0	0	2	0	0	173	0	32	0	4	0	1	0	210	0	0	0	0	9	0	9	0	9	0	9	210	0	157	1	42	1	11	1	0	0	0	0	0	0	0	0	 	0	0	0	0	210	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	26	210	0	200	0	201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102016003060000006500	102016003	10	JACKSONVILLE CITY	JACKSONVILLE CITY	1	1	3950	0	335	0	4285	0	0	9	1	48	0	3259	0	598	0	88	0	5	0	3950	0	93	0	1330	0	299	0	2017	0	304	0	3950	0	1454	0	2463	0	0	0	5	0	0	0	0	0	0	0	 	0	0	28	0	3950	0	3	0	5	0	44	0	0	0	 	0	0	7	0	9	0	19	0	15	0	102	0	892	0	910	0	18	3959	0	3728	0	3137	0	65	0	0	0	0	0	0	0	270	0	0	0	0	0	 	0	0	335	0	206	0	128	0	1	0	0	0	335	0	44	0	291	0	335	0	383
108003003061000000000	108003003	10	BAY COUNTY	BAY COUNTY JAIL & ANNEX - CCA	1	1	815	0	0	0	815	0	5	0	1	10	0	664	0	145	0	6	0	0	0	815	0	6	0	40	0	4	0	630	0	141	0	815	0	438	0	364	0	10	0	1	0	2	0	0	0	0	0	 	0	0	0	0	815	0	14	0	0	0	5	0	0	0	 	0	0	7	0	3	0	4	0	0	0	33	0	279	0	229	0	30	815	0	793	0	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
108027027061000000000	108027027	10	HERNANDO COUNTY	HERNANDO COUNTY JAIL - C.C.A.	2	2.4167	708	0	0	0	708	0	132	0	1	7	0	596	0	108	0	2	0	2	0	708	0	4	0	185	0	43	0	413	0	67	0	708	0	455	0	166	0	73	0	0	0	3	0	0	0	3	0	 	0	1	8	0	708	0	4	0	0	0	132	0	0	0	 	0	0	15	0	0	0	1	0	0	0	152	0	181	0	231	0	16	825	0	779	0	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
111007007061000000000	111007007	11	BARROW COUNTY	BARROW COUNTY DETENTION CENTER	4	7.5625	311	0	0	0	311	0	10	1	1	3	1	251	1	48	1	10	1	2	1	311	0	3	1	175	1	30	1	86	1	20	1	311	0	130	1	145	1	30	1	0	1	6	1	0	0	0	0	 	0	0	0	0	311	0	0	0	0	0	6	1	0	0	 	0	0	23	1	0	0	1	0	0	0	30	1	131	0	104	0	30	320	0	225	1	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
111008008062000000000	111008008	11	BARTOW COUNTY	BARTOW COUNTY SHERIFF'S OFFICE JAIL	1	1	665	0	0	0	665	0	55	0	2	0	0	558	0	102	0	2	0	3	0	665	0	0	0	448	0	49	0	112	1	56	1	665	0	493	0	172	0	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	665	0	0	0	0	0	0	0	0	0	 	0	0	328	0	1	0	22	0	0	0	351	0	129	0	158	0	18	680	0	627	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111011011062000000000	111011011	11	BIBB COUNTY	BIBB COUNTY LAW ENFORCEMENT CENTER	1	1	932	0	0	8	932	0	0	0	1	0	0	799	0	112	0	21	0	0	0	932	0	21	0	140	1	3	1	680	1	109	1	932	0	230	0	687	0	14	0	0	1	0	1	0	1	1	0	 	0	1	0	1	932	0	2	0	0	0	0	0	0	0	 	0	0	97	0	0	0	15	0	0	0	114	0	234	0	243	0	17	952	0	901	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111014014061000000000	111014014	11	BROOKS COUNTY	BROOKS COUNTY JAIL	9	5.5377	80	0	0	0	80	0	0	0	2	0	0	69	0	11	0	0	0	0	0	80	0	0	0	2	0	1	0	67	0	10	0	80	0	16	0	62	0	2	0	0	1	0	1	0	1	0	1	 	0	1	0	1	80	0	0	0	3	0	0	0	0	0	 	0	0	3	0	0	0	0	0	0	0	6	0	22	0	25	0	10	86	0	80	0	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111016016060100000000	111016016	11	BULLOCH COUNTY	BULLOCH COUNTY CORRECTIONAL INSTITUTION	7	1.4136	165	0	0	0	165	0	1	0	2	0	0	165	0	0	0	0	0	0	0	165	0	0	0	165	0	0	0	0	0	0	0	165	0	34	0	126	0	5	0	0	0	0	0	0	0	0	0	 	0	0	0	0	165	0	0	0	0	0	0	0	0	0	 	0	0	165	0	0	0	0	0	0	0	165	0	6	0	2	0	17	169	0	160	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111016016062000000000	111016016	11	BULLOCH COUNTY	BULLOCH COUNTY JAIL	7	1.4136	396	0	0	0	396	0	21	0	1	27	0	349	0	47	0	0	0	0	0	396	0	0	8	190	0	14	0	159	0	33	0	396	0	92	0	282	0	21	0	1	0	0	0	0	0	0	0	 	0	0	0	0	396	0	70	0	0	8	0	8	0	8	 	0	8	0	8	0	8	0	8	0	8	70	0	35	0	64	0	12	405	0	127	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
111017017061000000000	111017017	11	BURKE COUNTY	BURKE COUNTY JAIL	8	2.7519	130	0	0	0	130	0	6	0	1	7	0	116	0	14	0	0	0	0	0	130	0	0	0	53	1	5	0	63	1	9	0	130	0	38	0	86	0	6	0	0	0	0	0	0	0	0	0	 	0	0	0	0	130	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	48	1	38	1	30	130	0	125	0	136	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
111019019061000000000	111019019	11	CALHOUN COUNTY	CALHOUN COUNTY JAIL	10	15.7	24	0	0	0	24	0	0	0	1	5	0	24	0	0	0	0	0	0	0	24	0	0	0	7	0	0	0	17	0	0	0	24	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	24	0	0	0	0	0	0	0	0	0	 	0	0	7	0	0	0	0	0	0	0	7	0	10	1	10	1	29	30	1	20	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
111025025063000000000	111025025	11	CHATHAM COUNTY	CHATHAM COUNTY SHERIFF'S COMPLEX	1	1	1758	0	0	0	1758	0	0	0	1	3	0	1559	0	199	0	0	0	0	0	1758	0	0	9	0	9	0	9	0	9	0	9	1758	0	359	0	1336	0	60	0	0	1	3	0	0	1	0	1	 	0	1	0	1	1758	0	28	0	0	0	0	0	0	0	 	0	0	182	0	0	0	1	0	3	0	214	0	360	0	384	0	20	1817	0	1775	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
111028028061000000000	111028028	11	CHEROKEE COUNTY	CHEROKEE COUNTY ADULT DETENTION CENTER	1	1	596	0	0	0	596	0	23	1	1	8	1	492	1	87	1	14	1	3	1	596	0	6	1	156	1	12	1	350	1	78	1	596	1	358	1	178	1	47	1	0	0	5	1	0	0	8	0	 	0	1	0	1	596	0	0	0	0	0	3	1	0	0	 	0	1	115	1	2	1	12	1	5	1	137	1	346	1	23	1	30	596	0	586	1	620	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
111031031061000000000	111031031	11	CLAYTON COUNTY	CLAYTON COUNTY JAIL	1	1	1769	0	0	8	1769	0	0	9	1	100	1	1529	1	240	1	0	9	0	9	1769	0	0	1	650	1	115	1	879	1	125	1	1769	0	303	1	1346	1	107	1	0	9	13	1	0	9	0	9	 	0	0	0	0	1769	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	450	1	300	1	17	1870	1	1700	1	1920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
111031031062000000000	111031031	11	CLAYTON COUNTY	CLAYTON COUNTY PRISON	1	1	222	0	0	0	222	0	7	0	2	0	0	222	0	0	0	0	0	0	0	222	0	0	8	222	0	0	0	0	0	0	0	222	0	81	0	136	0	5	0	0	0	0	0	0	0	0	0	 	0	0	0	0	222	0	0	0	0	0	0	0	0	0	 	0	0	222	0	0	0	0	0	0	0	222	0	7	0	8	0	18	226	0	200	1	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111033033061000000000	111033033	11	COBB COUNTY	COBB CO SHERIFF'S OFFICE JAIL & PRISON UNIT	1	1	2369	0	0	0	2369	0	0	9	2	0	0	1985	0	345	0	33	0	6	0	2369	0	39	0	526	0	93	0	1492	0	258	0	2369	0	796	0	1243	0	284	0	0	1	5	0	1	0	0	1	 	0	1	40	0	2369	0	0	0	0	0	0	9	0	0	 	0	0	347	0	0	0	55	0	0	0	402	0	650	0	613	0	29	2377	0	2440	0	2559	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111035035060100000000	111035035	11	COLQUITT COUNTY	COLQUITT COUNTY CORRECTIONAL INSTITUTION	7	1.4136	189	0	0	0	189	0	0	0	2	0	0	189	0	0	0	0	0	0	0	189	0	0	0	189	0	0	0	0	0	0	0	189	0	49	0	132	0	6	0	0	0	2	0	0	0	0	0	 	0	0	0	0	189	0	0	0	0	0	0	0	0	0	 	0	0	189	0	0	0	0	0	0	0	189	0	2	1	2	1	21	191	0	185	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111035035061000000000	111035035	11	COLQUITT COUNTY	COLQUITT COUNTY JAIL	7	1.4136	222	0	0	0	222	0	1	1	1	9	1	197	0	25	0	0	0	0	0	222	0	0	0	61	0	8	0	136	0	17	0	222	0	82	1	109	1	31	1	0	0	0	0	0	0	0	0	 	0	0	0	0	222	0	0	0	0	0	1	1	0	0	 	0	0	47	0	0	0	0	0	0	0	48	0	210	1	175	1	02	243	0	205	1	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
111040040061000000000	111040040	11	CRISP COUNTY	CRISP COUNTY JAIL	8	2.7519	170	0	0	0	170	0	3	0	2	0	0	148	0	22	0	0	0	0	0	170	0	0	0	21	0	3	0	127	0	19	0	170	0	35	0	95	0	39	0	0	0	1	0	0	0	0	0	 	0	0	0	0	170	0	23	0	1	0	1	0	0	0	 	0	0	26	0	0	0	0	0	0	0	51	0	49	0	45	0	12	183	0	177	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111042042061000000000	111042042	11	DAWSON COUNTY	DAWSON COUNTY DETENTION CENTER	8	2.7519	175	0	0	0	175	0	6	0	1	6	0	142	0	33	0	0	0	0	0	175	0	0	0	58	0	14	0	84	1	19	1	175	0	157	0	8	0	9	0	0	0	1	0	0	0	0	0	 	0	0	0	0	175	0	1	0	0	0	0	0	0	0	 	0	0	5	0	0	0	0	0	0	0	6	0	54	0	33	0	30	175	0	187	0	160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
111043043061000000000	111043043	11	DECATUR COUNTY	DECATUR COUNTY CORRECTIONAL INSTITUTION	7	1.4136	272	0	0	0	272	0	0	9	2	0	0	272	0	0	0	0	0	0	0	272	0	0	0	272	0	0	0	0	0	0	0	272	0	58	0	214	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	272	0	0	0	0	0	0	0	0	0	 	0	0	212	0	0	0	0	0	0	0	212	0	0	9	0	9	27	272	0	270	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111043043062000000000	111043043	11	DECATUR COUNTY	DECATUR COUNTY JAIL	7	1.4136	124	1	0	0	124	1	0	0	1	24	0	111	0	13	0	0	0	0	0	124	0	0	0	14	0	3	0	97	0	10	0	124	0	8	0	112	0	4	0	0	0	0	0	0	0	0	0	 	0	1	0	1	124	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	2	0	2	0	43	0	33	0	25	135	0	120	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
111044044061000000000	111044044	11	DEKALB COUNTY	DEKALB COUNTY JAIL	1	1	3304	0	0	0	3304	0	0	0	1	5	0	2952	0	352	0	0	1	0	1	3304	0	0	0	0	9	0	9	0	9	0	9	3304	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	3304	0	3304	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	848	0	810	0	20	3353	0	3404	0	3636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
111047047061000000000	111047047	11	DOUGHERTY COUNTY	DOUGHERTY COUNTY JAIL FACILITY	1	1	881	0	0	0	881	0	0	9	1	8	0	763	0	113	0	4	0	1	0	881	0	5	0	322	0	55	0	445	0	59	0	881	0	141	0	740	0	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	881	0	2	0	0	0	11	0	0	0	 	0	0	173	0	0	0	0	0	0	0	186	0	199	0	182	0	30	881	0	848	0	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
111048048061000000000	111048048	11	DOUGLAS COUNTY	DOUGLAS COUNTY SHERIFF'S OFFICE JAIL	1	1	802	1	0	8	802	0	0	9	2	0	0	651	1	126	1	24	1	1	1	802	1	25	1	0	9	0	9	0	9	0	9	802	0	343	0	458	0	0	9	0	0	1	0	0	0	0	0	 	0	8	0	0	802	1	0	0	0	0	0	9	0	0	 	0	8	146	1	1	1	0	9	0	9	147	1	189	0	188	0	11	816	0	750	1	480	1	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0
111051051060100000000	111051051	11	EFFINGHAM COUNTY	EFFINGHAM COUNTY PRISON	7	1.4136	250	0	0	8	250	0	0	0	2	0	0	250	0	0	0	0	0	0	0	250	0	0	8	250	0	0	0	0	0	0	0	250	0	67	0	183	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	250	0	0	0	0	0	0	0	0	0	 	0	0	249	0	0	0	1	0	0	0	250	0	9	0	5	0	30	250	0	243	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111051051061000000000	111051051	11	EFFINGHAM COUNTY	EFFINGHAM COUNTY JAIL	7	1.4136	108	0	2	0	110	0	0	0	1	8	0	95	0	13	0	0	0	0	0	108	0	0	0	0	9	0	9	0	9	0	9	108	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	108	0	108	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	44	0	0	9	27	120	0	110	0	120	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	10
111057057060100000000	111057057	11	FLOYD COUNTY	FLOYD COUNTY PRISON	1	1	402	0	0	0	402	0	0	9	2	0	0	401	0	0	8	1	0	0	8	402	0	0	8	402	0	0	8	0	0	0	8	402	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	0	402	0	402	0	0	1	0	1	0	1	0	1	 	0	1	0	1	0	1	0	1	0	1	0	1	19	0	9	0	30	402	0	380	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111057057061000000000	111057057	11	FLOYD COUNTY	FLOYD COUNTY JAIL	1	1	627	0	0	0	627	0	0	9	1	0	9	502	0	125	0	0	0	0	0	627	0	0	0	0	9	0	9	0	9	0	9	627	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	627	0	627	0	0	0	0	0	0	0	0	0	 	0	0	124	0	0	9	18	0	0	9	142	0	32	1	31	1	30	627	1	600	1	800	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111060060060000006600	111060060	11	FULTON COUNTY	FULTON COUNTY	1	1	3026	0	0	0	3026	0	0	9	2	0	0	2785	0	240	0	1	1	0	0	3026	0	1	1	0	9	0	9	0	9	0	9	3026	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	3026	0	3026	0	0	9	0	9	0	9	0	9	 	0	9	0	9	0	9	0	9	0	9	0	9	0	9	0	9	30	3026	0	2970	1	2949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111060060062000000000	111060060	11	SOUTH FULTON	SOUTH FULTON REGIONAL JAIL	12	1	313	0	0	0	313	0	15	1	1	1	0	263	0	33	0	17	0	0	0	313	0	17	0	0	0	0	0	280	0	33	0	313	0	20	0	236	0	53	0	0	0	3	0	0	0	0	0	 	0	0	1	0	313	0	68	0	5	0	0	0	0	0	 	0	0	0	0	0	0	240	0	0	0	313	0	101	0	94	0	16	320	0	222	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
111063063061000000000	111063063	11	GLYNN COUNTY	GLYNN COUNTY DETENTION CENTER	7	1.4136	427	0	0	0	427	0	18	0	1	0	0	357	0	70	0	0	0	0	0	427	0	0	0	111	0	21	0	246	1	49	1	427	0	176	0	238	0	13	0	0	0	0	0	0	0	0	0	 	0	0	0	0	427	0	3	0	0	0	13	0	0	0	 	0	0	39	0	0	0	1	0	0	0	56	0	112	0	109	0	01	471	0	526	0	444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111064064061000000000	111064064	11	GORDON COUNTY	GORDON COUNTY JAIL	3	4.2917	272	0	0	0	272	0	2	0	2	0	0	229	0	41	0	2	0	0	0	272	0	2	0	136	0	15	0	95	0	26	0	272	0	148	0	62	0	58	0	1	0	3	0	0	0	0	0	 	0	0	0	0	272	0	0	0	0	0	2	0	0	0	 	0	0	0	0	0	0	0	0	1	0	3	0	96	0	107	0	14	307	0	272	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111066066061000000000	111066066	11	GREENE COUNTY	GREENE COUNTY LAW ENFORCEMENT CENTER	9	5.5377	74	0	0	0	74	0	0	0	2	0	0	66	0	8	0	0	0	0	0	74	0	0	0	30	0	8	0	36	0	0	0	74	0	14	0	60	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	74	0	0	0	0	0	0	0	0	0	 	0	0	33	0	0	0	4	0	0	0	37	0	4	0	34	0	21	85	0	58	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111067067060100000000	111067067	11	GWINNETT COUNTY	GWINNETT CO DEPARTMENT OF CORRECTIONS	1	1	609	0	0	0	609	0	20	1	2	0	0	588	0	19	0	2	1	0	0	609	0	2	1	590	0	19	0	0	0	0	0	609	0	240	1	259	1	100	1	0	0	10	1	0	0	0	0	 	0	0	0	0	609	0	0	0	0	0	0	0	0	0	 	0	0	127	0	0	0	0	0	0	0	127	0	49	0	41	0	30	609	0	642	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111067067061000000000	111067067	11	GWINNETT COUNTY	GWINNETT COUNTY DETENTION CENTER	1	1	2680	0	0	0	2680	0	801	0	1	6	0	2325	0	355	0	0	0	0	0	2680	0	0	8	0	9	0	9	0	9	0	9	2680	0	0	9	0	9	0	9	0	9	0	9	0	9	0	9	 	0	9	2680	0	2680	0	0	0	0	0	93	0	0	0	 	0	0	290	0	0	0	41	0	0	0	424	0	832	0	787	0	06	2706	0	2719	0	2692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
111069069060100000000	111069069	11	HALL COUNTY	HALL COUNTY CORRECTIONAL INSTITUTION	1	1	226	0	0	0	226	0	0	0	2	0	0	226	0	0	0	0	0	0	0	226	0	0	0	226	0	0	0	0	0	0	0	226	0	106	0	113	0	6	0	0	1	1	0	0	1	0	1	 	0	1	0	1	226	0	0	0	0	0	0	0	0	0	 	0	0	226	0	0	0	0	0	0	0	226	0	540	0	464	0	23	231	0	220	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111069069061000000000	111069069	11	HALL COUNTY	HALL COUNTY DETENTION CENTER	1	1	1128	0	95	0	1223	0	128	0	2	0	0	901	0	227	1	0	0	0	0	1128	0	0	0	198	1	57	1	703	1	170	1	1128	0	470	0	450	0	197	0	0	0	11	0	0	0	0	0	 	0	0	0	0	1128	0	32	0	0	0	128	0	0	0	 	0	0	54	0	0	0	344	0	0	0	558	0	211	0	210	0	20	1275	0	1004	0	1150	1	19	0	0	0	0	0	0	0	0	0	76	0	0	0	 	0	0	95	0	87	0	8	0	0	0	0	0	95	0	95	0	0	0	95	0	95
111072072060100000000	111072072	11	HARRIS COUNTY	HARRIS COUNTY PRISON	8	2.7519	105	0	0	0	105	0	0	0	2	0	0	105	0	0	0	0	0	0	0	105	0	0	0	105	0	0	0	0	0	0	0	105	0	29	1	75	1	1	1	0	0	0	0	0	0	0	0	 	0	0	0	0	105	0	0	0	0	0	0	0	0	0	 	0	0	105	0	0	0	0	0	0	0	105	0	1	0	1	1	03	108	0	108	1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111072072061000000000	111072072	11	HARRIS COUNTY	HARRIS COUNTY JAIL	8	2.7519	73	0	0	0	73	0	0	0	1	3	0	66	0	5	0	2	0	0	0	73	0	1	0	20	0	1	0	48	0	4	0	73	0	43	0	27	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	73	0	0	0	0	0	0	0	0	0	 	0	0	6	0	0	0	17	0	0	0	23	0	28	0	14	0	25	80	0	70	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
111075075062000000000	111075075	11	HENRY COUNTY	HENRY COUNTY	2	2.4167	751	0	0	0	751	0	5	1	1	12	0	650	0	77	0	24	0	0	0	751	0	24	0	476	0	49	0	198	0	28	0	751	0	346	0	392	0	7	0	0	0	6	0	0	0	0	0	 	0	0	0	0	751	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	228	0	209	0	25	773	0	738	0	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
111076076061000000000	111076076	11	HOUSTON COUNTY	HOUSTON COUNTY DETENTION CENTER	7	1.4136	544	0	0	9	544	0	51	0	1	1	0	463	0	81	0	0	0	0	0	544	0	0	0	237	0	40	0	226	0	41	0	544	0	227	0	317	0	0	9	0	9	0	9	0	9	0	9	 	0	9	0	9	544	0	2	1	0	0	0	0	0	0	 	0	0	67	0	0	0	0	8	0	8	69	0	0	9	0	9	09	589	0	551	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
111077077061000000000	111077077	11	IRWIN COUNTY	IRWIN COUNTY DETENTION CENTER	3	4.2917	573	1	0	1	573	1	0	9	1	1	1	504	1	69	1	0	1	0	1	573	0	0	1	0	9	0	9	0	9	0	9	573	0	243	1	312	1	15	1	2	1	0	1	0	1	0	1	 	0	1	1	1	573	1	452	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	452	1	80	1	186	1	18	712	1	620	1	1201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1
